split,group,rule1,rule2,rule3,rule4,a,b,c
train,T3,T3_1,T3_2,T3_3,T3_4,75,-75,35
train,T3,T3_1,T3_2,T3_3,T3_4,30,-80,-20
train,T3,T3_1,T3_2,T3_3,T3_4,20,-40,-20
train,T3,T3_1,T3_2,T3_3,T3_4,40,-95,20
train,T3,T3_1,T3_2,T3_3,T3_4,50,-35,-10
train,T3,T3_1,T3_2,T3_3,T3_4,70,-35,55
train,T3,T3_1,T3_2,T3_3,T3_4,85,-75,60
train,T3,T3_1,T3_2,T3_3,T3_4,65,-80,-65
train,T3,T3_1,T3_2,T3_3,T3_4,0,-95,-55
train,T3,T3_1,T3_2,T3_3,T3_4,70,-75,-35
train,T3,T3_1,T3_2,T3_3,T3_4,100,-65,100
train,T3,T3_1,T3_2,T3_3,T3_4,40,-35,-20
train,T3,T3_1,T3_2,T3_3,T3_4,30,-80,-45
train,T3,T3_1,T3_2,T3_3,T3_4,95,45,80
train,T3,T3_1,T3_2,T3_3,T3_4,80,40,65
train,T3,T3_1,T3_2,T3_3,T3_4,50,-20,45
train,T3,T3_1,T3_2,T3_3,T3_4,90,-25,-20
train,T3,T3_1,T3_2,T3_3,T3_4,5,-75,-65
train,T3,T3_1,T3_2,T3_3,T3_4,55,-80,30
train,T3,T3_1,T3_2,T3_3,T3_4,85,-75,65
train,T3,T3_1,T3_2,T3_3,T3_4,50,-70,-15
train,T3,T3_1,T3_2,T3_3,T3_4,25,-55,20
train,T3,T3_1,T3_2,T3_3,T3_4,15,-95,-55
train,T3,T3_1,T3_2,T3_3,T3_4,40,-80,-70
train,T3,T3_1,T3_2,T3_3,T3_4,25,-80,-30
train,T3,T3_1,T3_2,T3_3,T3_4,30,-80,-75
train,T3,T3_1,T3_2,T3_3,T3_4,25,-50,-5
train,T3,T3_1,T3_2,T3_3,T3_4,-15,-85,-55
train,T3,T3_1,T3_2,T3_3,T3_4,-65,-95,-80
train,T3,T3_1,T3_2,T3_3,T3_4,-10,-65,-20
train,T3,T3_1,T3_2,T3_3,T3_4,45,-50,40
train,T3,T3_1,T3_2,T3_3,T3_4,65,-40,10
train,T3,T3_1,T3_2,T3_3,T3_4,20,-95,-85
train,T3,T3_1,T3_2,T3_3,T3_4,60,-80,60
train,T3,T3_1,T3_2,T3_3,T3_4,35,10,30
train,T3,T3_1,T3_2,T3_3,T3_4,-5,-80,-20
train,T3,T3_1,T3_2,T3_3,T3_4,90,-95,-65
train,T3,T3_1,T3_2,T3_3,T3_4,75,-30,20
train,T3,T3_1,T3_2,T3_3,T3_4,100,-55,40
train,T3,T3_1,T3_2,T3_3,T3_4,90,-75,55
train,T3,T3_1,T3_2,T3_3,T3_4,95,-65,55
train,T3,T3_1,T3_2,T3_3,T3_4,70,-60,-20
train,T3,T3_1,T3_2,T3_3,T3_4,75,-85,-75
train,T3,T3_1,T3_2,T3_3,T3_4,5,-50,5
train,T3,T3_1,T3_2,T3_3,T3_4,35,20,25
train,T3,T3_1,T3_2,T3_3,T3_4,35,-75,-30
train,T3,T3_1,T3_2,T3_3,T3_4,65,0,60
train,T3,T3_1,T3_2,T3_3,T3_4,40,-35,40
train,T3,T3_1,T3_2,T3_3,T3_4,90,-60,15
train,T3,T3_1,T3_2,T3_3,T3_4,-10,-55,-20
train,T3,T3_1,T3_2,T3_3,T3_4,45,-20,-5
train,T3,T3_1,T3_2,T3_3,T3_4,10,-70,-15
train,T3,T3_1,T3_2,T3_3,T3_4,55,-20,35
train,T3,T3_1,T3_2,T3_3,T3_4,90,50,80
train,T3,T3_1,T3_2,T3_3,T3_4,60,-55,10
train,T3,T3_1,T3_2,T3_3,T3_4,55,-60,-20
train,T3,T3_1,T3_2,T3_3,T3_4,60,-25,20
train,T3,T3_1,T3_2,T3_3,T3_4,55,-45,35
train,T3,T3_1,T3_2,T3_3,T3_4,-15,-90,-20
train,T3,T3_1,T3_2,T3_3,T3_4,50,-75,-65
train,T3,T3_1,T3_2,T3_3,T3_4,75,-35,-25
train,T3,T3_1,T3_2,T3_3,T3_4,60,-40,-5
train,T3,T3_1,T3_2,T3_3,T3_4,65,-80,55
train,T3,T3_1,T3_2,T3_3,T3_4,5,-60,-20
train,T3,T3_1,T3_2,T3_3,T3_4,100,15,95
train,T3,T3_1,T3_2,T3_3,T3_4,90,-25,-15
train,T3,T3_1,T3_2,T3_3,T3_4,95,-15,95
train,T3,T3_1,T3_2,T3_3,T3_4,50,-15,-10
train,T3,T3_1,T3_2,T3_3,T3_4,90,-45,60
train,T3,T3_1,T3_2,T3_3,T3_4,55,-95,0
train,T3,T3_1,T3_2,T3_3,T3_4,-20,-95,-65
train,T3,T3_1,T3_2,T3_3,T3_4,60,-30,-25
train,T3,T3_1,T3_2,T3_3,T3_4,-10,-95,-85
train,T3,T3_1,T3_2,T3_3,T3_4,20,0,5
train,T3,T3_1,T3_2,T3_3,T3_4,75,-5,55
train,T3,T3_1,T3_2,T3_3,T3_4,85,-35,-5
train,T3,T3_1,T3_2,T3_3,T3_4,85,-30,25
train,T3,T3_1,T3_2,T3_3,T3_4,100,25,35
train,T3,T3_1,T3_2,T3_3,T3_4,95,-75,-55
train,T3,T3_1,T3_2,T3_3,T3_4,65,-70,50
train,T3,T3_1,T3_2,T3_3,T3_4,30,-55,-50
train,T3,T3_1,T3_2,T3_3,T3_4,95,60,65
train,T3,T3_1,T3_2,T3_3,T3_4,70,-70,10
train,T3,T3_1,T3_2,T3_3,T3_4,90,-90,-65
train,T3,T3_1,T3_2,T3_3,T3_4,-35,-65,-55
train,T3,T3_1,T3_2,T3_3,T3_4,80,-90,80
train,T3,T3_1,T3_2,T3_3,T3_4,0,-80,-15
train,T3,T3_1,T3_2,T3_3,T3_4,95,-30,75
train,T3,T3_1,T3_2,T3_3,T3_4,35,-55,-45
train,T3,T3_1,T3_2,T3_3,T3_4,90,-45,65
train,T3,T3_1,T3_2,T3_3,T3_4,70,-45,40
train,T3,T3_1,T3_2,T3_3,T3_4,60,-75,-35
train,T3,T3_1,T3_2,T3_3,T3_4,40,-70,-55
train,T3,T3_1,T3_2,T3_3,T3_4,90,-75,45
train,T3,T3_1,T3_2,T3_3,T3_4,85,-60,40
train,T3,T3_1,T3_2,T3_3,T3_4,100,-75,-5
train,T3,T3_1,T3_2,T3_3,T3_4,100,-60,-20
train,T3,T3_1,T3_2,T3_3,T3_4,75,-75,-40
train,T3,T3_1,T3_2,T3_3,T3_4,95,-85,-60
train,T3,T3_1,T3_2,T3_3,T3_4,80,-50,-40
train,T3,T3_1,T3_2,T3_3,T3_4,95,0,50
train,T3,T3_1,T3_2,T3_3,T3_4,20,-80,-65
train,T3,T3_1,T3_2,T3_3,T3_4,70,-10,15
train,T3,T3_1,T3_2,T3_3,T3_4,70,-60,-15
train,T3,T3_1,T3_2,T3_3,T3_4,70,-25,0
train,T3,T3_1,T3_2,T3_3,T3_4,35,-95,-90
train,T3,T3_1,T3_2,T3_3,T3_4,0,-65,-10
train,T3,T3_1,T3_2,T3_3,T3_4,50,-50,-45
train,T3,T3_1,T3_2,T3_3,T3_4,60,15,55
train,T3,T3_1,T3_2,T3_3,T3_4,20,-75,-35
train,T3,T3_1,T3_2,T3_3,T3_4,50,-85,-50
train,T3,T3_1,T3_2,T3_3,T3_4,100,20,95
train,T4,T4_1,T4_2,T4_3,T4_4,-27,0,39
train,T4,T4_1,T4_2,T4_3,T4_4,-72,-69,84
train,T4,T4_1,T4_2,T4_3,T4_4,18,45,72
train,T4,T4_1,T4_2,T4_3,T4_4,-36,-9,96
train,T4,T4_1,T4_2,T4_3,T4_4,-75,-48,69
train,T4,T4_1,T4_2,T4_3,T4_4,-90,-63,-54
train,T4,T4_1,T4_2,T4_3,T4_4,-90,-87,84
train,T4,T4_1,T4_2,T4_3,T4_4,-15,42,63
train,T4,T4_1,T4_2,T4_3,T4_4,-84,51,78
train,T4,T4_1,T4_2,T4_3,T4_4,-87,-84,93
train,T4,T4_1,T4_2,T4_3,T4_4,-63,-36,-33
train,T4,T4_1,T4_2,T4_3,T4_4,3,42,51
train,T4,T4_1,T4_2,T4_3,T4_4,-54,-33,48
train,T4,T4_1,T4_2,T4_3,T4_4,-87,-84,-81
train,T4,T4_1,T4_2,T4_3,T4_4,-39,18,57
train,T4,T4_1,T4_2,T4_3,T4_4,-90,3,84
train,T4,T4_1,T4_2,T4_3,T4_4,-6,69,84
train,T4,T4_1,T4_2,T4_3,T4_4,-87,12,93
train,T4,T4_1,T4_2,T4_3,T4_4,-39,-24,51
train,T4,T4_1,T4_2,T4_3,T4_4,-57,-54,63
train,T4,T4_1,T4_2,T4_3,T4_4,12,33,48
train,T4,T4_1,T4_2,T4_3,T4_4,-63,-42,3
train,T4,T4_1,T4_2,T4_3,T4_4,0,27,54
train,T4,T4_1,T4_2,T4_3,T4_4,-51,-24,39
train,T4,T4_1,T4_2,T4_3,T4_4,-30,-15,-12
train,T4,T4_1,T4_2,T4_3,T4_4,-99,-36,-27
train,T4,T4_1,T4_2,T4_3,T4_4,-69,-36,75
train,T4,T4_1,T4_2,T4_3,T4_4,-93,24,33
train,T4,T4_1,T4_2,T4_3,T4_4,-60,63,78
train,T4,T4_1,T4_2,T4_3,T4_4,27,36,87
train,T4,T4_1,T4_2,T4_3,T4_4,-57,-48,-21
train,T4,T4_1,T4_2,T4_3,T4_4,-15,54,93
train,T4,T4_1,T4_2,T4_3,T4_4,-39,30,87
train,T4,T4_1,T4_2,T4_3,T4_4,-48,3,48
train,T4,T4_1,T4_2,T4_3,T4_4,-99,36,69
train,T4,T4_1,T4_2,T4_3,T4_4,-90,-81,90
train,T4,T4_1,T4_2,T4_3,T4_4,-96,33,36
train,T4,T4_1,T4_2,T4_3,T4_4,-27,18,63
train,T4,T4_1,T4_2,T4_3,T4_4,-78,3,18
train,T4,T4_1,T4_2,T4_3,T4_4,-87,18,57
train,T4,T4_1,T4_2,T4_3,T4_4,-78,-15,42
train,T4,T4_1,T4_2,T4_3,T4_4,12,45,78
train,T4,T4_1,T4_2,T4_3,T4_4,-93,-90,39
train,T4,T4_1,T4_2,T4_3,T4_4,15,72,87
train,T4,T4_1,T4_2,T4_3,T4_4,-99,12,45
train,T4,T4_1,T4_2,T4_3,T4_4,33,48,63
train,T4,T4_1,T4_2,T4_3,T4_4,-96,-15,36
train,T4,T4_1,T4_2,T4_3,T4_4,-15,30,87
train,T4,T4_1,T4_2,T4_3,T4_4,-96,-57,18
train,T4,T4_1,T4_2,T4_3,T4_4,-24,21,54
train,T4,T4_1,T4_2,T4_3,T4_4,-36,-15,48
train,T4,T4_1,T4_2,T4_3,T4_4,-15,-6,21
train,T4,T4_1,T4_2,T4_3,T4_4,-99,6,75
train,T4,T4_1,T4_2,T4_3,T4_4,-27,30,69
train,T4,T4_1,T4_2,T4_3,T4_4,9,66,75
train,T4,T4_1,T4_2,T4_3,T4_4,-69,66,87
train,T4,T4_1,T4_2,T4_3,T4_4,-87,24,81
train,T4,T4_1,T4_2,T4_3,T4_4,-15,0,51
train,T4,T4_1,T4_2,T4_3,T4_4,-63,-60,99
train,T4,T4_1,T4_2,T4_3,T4_4,-75,-60,51
train,T4,T4_1,T4_2,T4_3,T4_4,-69,-54,-33
train,T4,T4_1,T4_2,T4_3,T4_4,-21,6,15
train,T4,T4_1,T4_2,T4_3,T4_4,18,33,42
train,T4,T4_1,T4_2,T4_3,T4_4,-69,-30,-3
train,T4,T4_1,T4_2,T4_3,T4_4,-63,-54,-45
train,T4,T4_1,T4_2,T4_3,T4_4,-69,-12,69
train,T4,T4_1,T4_2,T4_3,T4_4,-18,39,90
train,T4,T4_1,T4_2,T4_3,T4_4,-57,-18,-3
train,T4,T4_1,T4_2,T4_3,T4_4,66,87,90
train,T4,T4_1,T4_2,T4_3,T4_4,-66,39,48
train,T4,T4_1,T4_2,T4_3,T4_4,18,81,84
train,T4,T4_1,T4_2,T4_3,T4_4,-84,-3,72
train,T4,T4_1,T4_2,T4_3,T4_4,-99,48,69
train,T4,T4_1,T4_2,T4_3,T4_4,-36,75,78
train,T4,T4_1,T4_2,T4_3,T4_4,-15,-12,15
train,T4,T4_1,T4_2,T4_3,T4_4,-57,-18,51
train,T4,T4_1,T4_2,T4_3,T4_4,-90,-87,60
train,T4,T4_1,T4_2,T4_3,T4_4,-51,-6,21
train,T4,T4_1,T4_2,T4_3,T4_4,-54,27,90
train,T4,T4_1,T4_2,T4_3,T4_4,-57,0,99
train,T4,T4_1,T4_2,T4_3,T4_4,-78,-27,54
train,T4,T4_1,T4_2,T4_3,T4_4,-51,90,99
train,T4,T4_1,T4_2,T4_3,T4_4,81,84,87
train,T4,T4_1,T4_2,T4_3,T4_4,-12,39,72
train,T4,T4_1,T4_2,T4_3,T4_4,-93,-78,87
train,T4,T4_1,T4_2,T4_3,T4_4,-78,-3,36
train,T4,T4_1,T4_2,T4_3,T4_4,-99,-84,-51
train,T4,T4_1,T4_2,T4_3,T4_4,15,48,51
train,T4,T4_1,T4_2,T4_3,T4_4,21,54,93
train,T4,T4_1,T4_2,T4_3,T4_4,-36,-33,-30
train,T4,T4_1,T4_2,T4_3,T4_4,-84,27,96
train,T4,T4_1,T4_2,T4_3,T4_4,-57,24,93
train,T4,T4_1,T4_2,T4_3,T4_4,-75,48,75
train,T4,T4_1,T4_2,T4_3,T4_4,48,57,84
train,T4,T4_1,T4_2,T4_3,T4_4,-21,6,27
train,T4,T4_1,T4_2,T4_3,T4_4,-24,63,66
train,T4,T4_1,T4_2,T4_3,T4_4,-66,63,72
train,T4,T4_1,T4_2,T4_3,T4_4,-75,-24,69
train,T4,T4_1,T4_2,T4_3,T4_4,-48,-33,66
train,T4,T4_1,T4_2,T4_3,T4_4,-84,-15,60
train,T4,T4_1,T4_2,T4_3,T4_4,-93,-84,39
train,T4,T4_1,T4_2,T4_3,T4_4,-99,-96,63
train,T4,T4_1,T4_2,T4_3,T4_4,-33,-24,75
train,T4,T4_1,T4_2,T4_3,T4_4,-9,0,93
train,T4,T4_1,T4_2,T4_3,T4_4,-75,12,57
train,T4,T4_1,T4_2,T4_3,T4_4,-69,24,69
train,T4,T4_1,T4_2,T4_3,T4_4,-51,0,39
train,T4,T4_1,T4_2,T4_3,T4_4,-99,12,75
train,T4,T4_1,T4_2,T4_3,T4_4,-9,12,27
train,T4,T4_1,T4_2,T4_3,T4_4,-72,3,24
train,T4,T4_1,T4_2,T4_3,T4_4,-27,0,75
train,T4,T4_1,T4_2,T4_3,T4_4,-78,-57,84
train,T4,T4_1,T4_2,T4_3,T4_4,-36,3,24
train,T4,T4_1,T4_2,T4_3,T4_4,-45,12,87
train,T4,T4_1,T4_2,T4_3,T4_4,-57,-30,81
train,T4,T4_1,T4_2,T4_3,T4_4,-90,-51,72
train,T4,T4_1,T4_2,T4_3,T4_4,-63,-30,21
train,T4,T4_1,T4_2,T4_3,T4_4,-96,-45,78
train,T4,T4_1,T4_2,T4_3,T4_4,-99,-54,3
train,T4,T4_1,T4_2,T4_3,T4_4,-78,-9,18
train,T4,T4_1,T4_2,T4_3,T4_4,-39,-18,69
train,T4,T4_1,T4_2,T4_3,T4_4,-15,6,87
train,T4,T4_1,T4_2,T4_3,T4_4,-75,36,45
train,T4,T4_1,T4_2,T4_3,T4_4,-24,-3,18
train,T4,T4_1,T4_2,T4_3,T4_4,-48,-9,42
train,T4,T4_1,T4_2,T4_3,T4_4,-72,-15,-12
train,T4,T4_1,T4_2,T4_3,T4_4,-51,0,45
train,T4,T4_1,T4_2,T4_3,T4_4,-84,39,54
train,T4,T4_1,T4_2,T4_3,T4_4,-36,-21,84
train,T4,T4_1,T4_2,T4_3,T4_4,3,66,87
train,T4,T4_1,T4_2,T4_3,T4_4,-99,6,57
train,T4,T4_1,T4_2,T4_3,T4_4,0,39,42
train,T4,T4_1,T4_2,T4_3,T4_4,27,72,99
train,T4,T4_1,T4_2,T4_3,T4_4,-69,30,69
train,T4,T4_1,T4_2,T4_3,T4_4,0,63,78
train,T4,T4_1,T4_2,T4_3,T4_4,-48,27,60
train,T4,T4_1,T4_2,T4_3,T4_4,-57,36,69
train,T4,T4_1,T4_2,T4_3,T4_4,-21,24,63
train,T4,T4_1,T4_2,T4_3,T4_4,-30,-3,6
train,T4,T4_1,T4_2,T4_3,T4_4,-24,-9,84
train,T4,T4_1,T4_2,T4_3,T4_4,-96,-93,54
train,T4,T4_1,T4_2,T4_3,T4_4,-78,3,48
train,T4,T4_1,T4_2,T4_3,T4_4,-12,-3,0
train,T4,T4_1,T4_2,T4_3,T4_4,-45,60,87
train,T4,T4_1,T4_2,T4_3,T4_4,-9,-6,51
train,T4,T4_1,T4_2,T4_3,T4_4,30,45,66
train,T4,T4_1,T4_2,T4_3,T4_4,-33,18,87
train,T4,T4_1,T4_2,T4_3,T4_4,-84,81,84
train,T4,T4_1,T4_2,T4_3,T4_4,-45,30,51
train,T4,T4_1,T4_2,T4_3,T4_4,30,63,96
train,T4,T4_1,T4_2,T4_3,T4_4,-72,-45,0
train,T4,T4_1,T4_2,T4_3,T4_4,-69,-54,-27
train,T4,T4_1,T4_2,T4_3,T4_4,-27,72,75
train,T4,T4_1,T4_2,T4_3,T4_4,-84,-69,0
train,T4,T4_1,T4_2,T4_3,T4_4,-45,-24,81
train,T4,T4_1,T4_2,T4_3,T4_4,-36,87,96
train,T4,T4_1,T4_2,T4_3,T4_4,-69,-12,87
train,T4,T4_1,T4_2,T4_3,T4_4,-57,-12,9
train,T4,T4_1,T4_2,T4_3,T4_4,-33,0,93
train,T4,T4_1,T4_2,T4_3,T4_4,-48,93,96
train,T4,T4_1,T4_2,T4_3,T4_4,-21,-18,39
train,T4,T4_1,T4_2,T4_3,T4_4,-30,-9,24
train,T4,T4_1,T4_2,T4_3,T4_4,-36,15,66
train,T4,T4_1,T4_2,T4_3,T4_4,-54,-15,66
train,T4,T4_1,T4_2,T4_3,T4_4,-51,-18,9
train,T4,T4_1,T4_2,T4_3,T4_4,-99,42,99
train,T4,T4_1,T4_2,T4_3,T4_4,-87,-24,-9
train,T4,T4_1,T4_2,T4_3,T4_4,-66,51,96
train,T4,T4_1,T4_2,T4_3,T4_4,3,96,99
train,T4,T4_1,T4_2,T4_3,T4_4,-90,-51,-42
train,T4,T4_1,T4_2,T4_3,T4_4,-15,0,27
train,T4,T4_1,T4_2,T4_3,T4_4,-57,-42,27
train,T4,T4_1,T4_2,T4_3,T4_4,-63,-54,-51
train,T4,T4_1,T4_2,T4_3,T4_4,-30,63,72
train,T4,T4_1,T4_2,T4_3,T4_4,-75,-66,69
train,T4,T4_1,T4_2,T4_3,T4_4,-78,-33,-6
train,T4,T4_1,T4_2,T4_3,T4_4,-60,-45,42
train,T4,T4_1,T4_2,T4_3,T4_4,-84,-45,-24
train,T4,T4_1,T4_2,T4_3,T4_4,-12,-3,96
train,T4,T4_1,T4_2,T4_3,T4_4,-51,36,45
iid,T1,T1_1,T1_2,T1_3,T1_4,-8,56,56
iid,T2,T2_1,T2_2,T2_3,T2_4,-56,6,96
iid,T3,T3_1,T3_2,T3_3,T3_4,10,-10,-5
iid,T4,T4_1,T4_2,T4_3,T4_4,-42,27,42
ood_val,V1,V1_1,V1_2,V1_3,V1_4,-59,-49,-39
ood_val,V1,V1_1,V1_2,V1_3,V1_4,-99,-59,-19
ood_val,V2,V2_1,V2_2,V2_3,V2_4,56,-49,0
ood_val,V2,V2_1,V2_2,V2_3,V2_4,-91,0,-14
ood_test,O1,O1_1,O1_2,O1_3,O1_4,-1,-81,-91
ood_test,O1,O1_1,O1_2,O1_3,O1_4,-61,-71,-91
ood_test,O1,O1_1,O1_2,O1_3,O1_4,-1,-21,-81
ood_test,O1,O1_1,O1_2,O1_3,O1_4,-21,-41,-91
ood_test,O1,O1_1,O1_2,O1_3,O1_4,-11,-31,-41
ood_test,O2,O2_1,O2_2,O2_3,O2_4,-77,75,-47
ood_test,O2,O2_1,O2_2,O2_3,O2_4,-9,55,-71
ood_test,O2,O2_1,O2_2,O2_3,O2_4,-51,37,-87
ood_test,O2,O2_1,O2_2,O2_3,O2_4,-67,75,25
ood_test,O2,O2_1,O2_2,O2_3,O2_4,-39,81,3
ood_test,O3,O3_1,O3_2,O3_3,O3_4,97,67,37
ood_test,O3,O3_1,O3_2,O3_3,O3_4,97,73,67
ood_test,O3,O3_1,O3_2,O3_3,O3_4,89,67,13
ood_test,O3,O3_1,O3_2,O3_3,O3_4,79,43,31
ood_test,O3,O3_1,O3_2,O3_3,O3_4,89,67,2
ood_test,O4,O4_1,O4_2,O4_3,O4_4,-27,8,27
ood_test,O4,O4_1,O4_2,O4_3,O4_4,8,27,-27
ood_test,O4,O4_1,O4_2,O4_3,O4_4,-27,0,1
ood_test,O4,O4_1,O4_2,O4_3,O4_4,-1,64,-1
ood_test,O4,O4_1,O4_2,O4_3,O4_4,-64,1,-1
